rank,combination,n_interior,total_knots,theta_dim,seed,fitness,phi,export_date
207,5_4_5_3_1,"[5, 4, 5, 3, 1]",24,49,1,3.24811791,5.9433077398467066e-9,2026-06-19T17:17:24.346
208,3_5_2_4_3,"[3, 5, 2, 4, 3]",23,47,1,3.24811856,5.9850568454197515e-9,2026-06-20T06:12:08.024
209,2_3_2_3_1,"[2, 3, 2, 3, 1]",17,35,1,3.24822901,5.949254020231208e-9,2026-06-19T16:21:11.501
210,4_4_1_1_3,"[4, 4, 1, 1, 3]",19,39,1,3.24824591,5.878289610020574e-9,2026-06-20T02:09:53.807
211,4_4_3_5_5,"[4, 4, 3, 5, 5]",27,55,1,3.24836872,5.9850568454197515e-9,2026-06-21T18:53:44.667
212,4_5_3_3_5,"[4, 5, 3, 3, 5]",26,53,1,3.24847494,5.9433077398467066e-9,2026-06-21T16:23:59.989
213,1_3_4_2_3,"[1, 3, 4, 2, 3]",19,39,1,3.24848983,5.9018498575420515e-9,2026-06-20T03:57:53.532
214,3_2_1_1_1,"[3, 2, 1, 1, 1]",14,29,1,3.24856789,5.973098693866522e-9,2026-06-19T13:58:15.009
215,4_3_4_4_4,"[4, 3, 4, 4, 4]",25,51,1,3.24858216,6.045207666724473e-9,2026-06-20T12:52:21.933
216,2_5_5_4_4,"[2, 5, 5, 4, 4]",26,53,1,3.24858266,5.979074780105508e-9,2026-06-20T13:08:44.124
217,4_3_1_3_4,"[4, 3, 1, 3, 4]",21,43,1,3.24871021,5.997038937208364e-9,2026-06-20T10:49:40.208
218,4_5_2_5_3,"[4, 5, 2, 5, 3]",25,51,1,3.24873383,5.9671285807267275e-9,2026-06-20T07:29:27.562
219,2_3_5_5_1,"[2, 3, 5, 5, 1]",22,45,1,3.2487766,5.9850568454197515e-9,2026-06-19T19:40:07.283
220,3_3_1_5_5,"[3, 3, 1, 5, 5]",23,47,1,3.2488485,5.919581992017293e-9,2026-06-21T18:21:27.235
221,2_5_1_4_5,"[2, 5, 1, 4, 5]",23,47,1,3.24884949,5.99104489579136e-9,2026-06-21T17:08:02.820
222,5_2_3_5_4,"[5, 2, 3, 5, 4]",25,51,1,3.24885777,5.913665368829914e-9,2026-06-20T13:44:30.387
223,4_4_1_3_4,"[4, 4, 1, 3, 4]",22,45,1,3.24889468,5.9018498575420515e-9,2026-06-20T10:55:01.844
224,1_3_4_3_5,"[1, 3, 4, 3, 5]",22,45,1,3.24899229,5.878289610020574e-9,2026-06-21T16:35:26.256
225,2_4_4_5_5,"[2, 4, 4, 5, 5]",26,53,1,3.24913981,5.937367402770419e-9,2026-06-21T18:58:30.732
226,5_3_1_2_5,"[5, 3, 1, 2, 5]",22,45,1,3.24922997,5.979074780105508e-9,2026-06-21T14:43:29.762
227,3_5_2_1_5,"[3, 5, 2, 1, 5]",22,45,1,3.24928922,5.9314330030620284e-9,2026-06-21T13:36:45.325
228,5_4_4_2_4,"[5, 4, 4, 2, 4]",25,51,1,3.24936369,5.955206249870247e-9,2026-06-20T10:24:50.543
229,5_4_5_5_4,"[5, 4, 5, 5, 4]",29,59,1,3.24940195,5.9671285807267275e-9,2026-06-20T14:27:13.219
230,4_4_3_3_4,"[4, 4, 3, 3, 4]",24,49,1,3.24956395,5.890057953661489e-9,2026-06-20T11:17:52.616
231,5_5_1_5_3,"[5, 5, 1, 5, 3]",25,51,1,3.24963988,6.003038975664783e-9,2026-06-20T07:17:25.304
232,2_5_3_2_4,"[2, 5, 3, 2, 4]",22,45,1,3.24967627,5.937367402770419e-9,2026-06-20T10:11:59.108
233,5_5_2_3_4,"[5, 5, 2, 3, 4]",25,51,1,3.24967731,6.021075133301117e-9,2026-06-20T11:11:54.183
234,5_4_1_3_3,"[5, 4, 1, 3, 3]",22,45,1,3.24972862,5.949254020231208e-9,2026-06-20T04:38:57.535
235,3_3_1_1_5,"[3, 3, 1, 1, 5]",19,39,1,3.24978556,5.949254020231208e-9,2026-06-21T13:36:27.157
236,4_2_2_3_5,"[4, 2, 2, 3, 5]",22,45,1,3.24988496,5.973098693866522e-9,2026-06-21T16:06:44.112
237,3_4_1_4_3,"[3, 4, 1, 4, 3]",21,43,1,3.25004049,5.961164434716032e-9,2026-06-20T05:56:10.698
238,2_3_2_5_1,"[2, 3, 2, 5, 1]",19,39,1,3.25007315,5.9671285807267275e-9,2026-06-19T18:50:11.677
239,2_4_1_2_1,"[2, 4, 1, 2, 1]",16,33,1,3.25010707,5.937367402770419e-9,2026-06-19T14:54:09.733
240,5_3_3_5_3,"[5, 3, 3, 5, 3]",25,51,1,3.25029293,5.973098693866522e-9,2026-06-20T07:34:39.104
241,2_4_1_1_4,"[2, 4, 1, 1, 4]",18,37,1,3.25033904,5.9671285807267275e-9,2026-06-20T08:26:41.787
242,3_5_3_4_3,"[3, 5, 3, 4, 3]",24,49,1,3.25041085,5.937367402770419e-9,2026-06-20T06:29:54.677
243,3_5_2_3_4,"[3, 5, 2, 3, 4]",23,47,1,3.25042897,5.961164434716032e-9,2026-06-20T11:09:50.556
244,3_2_2_3_4,"[3, 2, 2, 3, 4]",20,41,1,3.25046458,5.99104489579136e-9,2026-06-20T11:00:44.377
245,5_3_1_4_3,"[5, 3, 1, 4, 3]",22,45,1,3.25047604,5.955206249870247e-9,2026-06-20T05:55:05.695
246,2_3_2_2_2,"[2, 3, 2, 2, 2]",17,35,1,3.25052812,5.9850568454197515e-9,2026-06-19T21:17:16.177
247,3_4_1_1_1,"[3, 4, 1, 1, 1]",16,33,1,3.2506321,5.848971518279162e-9,2026-06-19T13:54:38.308
248,3_5_4_2_5,"[3, 5, 4, 2, 5]",25,51,1,3.25068905,5.9314330030620284e-9,2026-06-21T15:26:56.715
249,4_4_5_2_4,"[4, 4, 5, 2, 4]",25,51,1,3.25068924,5.949254020231208e-9,2026-06-20T10:38:11.787
250,4_3_3_2_1,"[4, 3, 3, 2, 1]",19,39,1,3.25073376,5.9850568454197515e-9,2026-06-19T15:24:29.059
251,5_2_1_4_5,"[5, 2, 1, 4, 5]",23,47,1,3.25077948,5.9850568454197515e-9,2026-06-21T17:10:02.731
252,3_2_4_1_3,"[3, 2, 4, 1, 3]",19,39,1,3.25079492,5.872414258575902e-9,2026-06-20T02:45:38.479
253,5_2_4_5_5,"[5, 2, 4, 5, 5]",27,55,1,3.25083131,5.884170839755366e-9,2026-06-21T18:55:12.238
254,5_4_3_2_4,"[5, 4, 3, 2, 4]",24,49,1,3.2509101,5.997038937208364e-9,2026-06-20T10:10:07.145
255,5_3_3_1_5,"[5, 3, 3, 1, 5]",23,47,1,3.25093842,5.925504534787157e-9,2026-06-21T14:04:47.653
256,4_3_3_4_5,"[4, 3, 3, 4, 5]",25,51,1,3.2509531,5.973098693866522e-9,2026-06-21T17:35:57.929
257,4_5_5_4_4,"[4, 5, 5, 4, 4]",28,57,1,3.25097932,5.890057953661489e-9,2026-06-20T13:10:17.423
258,2_4_4_2_5,"[2, 4, 4, 2, 5]",23,47,1,3.25101137,5.925504534787157e-9,2026-06-21T15:21:54.733
259,3_3_1_3_4,"[3, 3, 1, 3, 4]",20,41,1,3.25111077,5.99104489579136e-9,2026-06-20T10:50:32.602
260,3_3_4_2_4,"[3, 3, 4, 2, 4]",22,45,1,3.25115051,6.714476297234531e-9,2026-06-20T10:17:32.422
261,4_5_5_4_5,"[4, 5, 5, 4, 5]",29,59,1,3.25118996,5.9671285807267275e-9,2026-06-21T18:12:34.003
262,4_4_4_2_5,"[4, 4, 4, 2, 5]",25,51,1,3.25132827,5.997038937208364e-9,2026-06-21T15:23:27.612
263,4_3_1_5_5,"[4, 3, 1, 5, 5]",24,49,1,3.25133656,5.9077546593084175e-9,2026-06-21T18:20:08.370
264,5_5_2_1_5,"[5, 5, 2, 1, 5]",24,49,1,3.2513553,5.9671285807267275e-9,2026-06-21T13:38:34.122
265,5_4_5_3_3,"[5, 4, 5, 3, 3]",26,53,1,3.2514601,5.997038937208364e-9,2026-06-20T05:41:15.671
266,4_5_1_1_1,"[4, 5, 1, 1, 1]",18,37,1,3.25146454,5.9018498575420515e-9,2026-06-19T13:57:29.193
267,4_2_1_1_3,"[4, 2, 1, 1, 3]",17,35,1,3.25146825,5.895950957626036e-9,2026-06-20T02:02:43.242
268,5_3_4_2_1,"[5, 3, 4, 2, 1]",21,43,1,3.25159041,5.913665368829914e-9,2026-06-19T15:50:46.501
269,5_5_5_4_4,"[5, 5, 5, 4, 4]",29,59,1,3.25164057,5.949254020231208e-9,2026-06-20T13:10:48.081
270,5_5_3_5_3,"[5, 5, 3, 5, 3]",27,55,1,3.25164367,5.9077546593084175e-9,2026-06-20T07:49:19.810
271,2_5_2_2_5,"[2, 5, 2, 2, 5]",22,45,1,3.2516854,5.919581992017293e-9,2026-06-21T14:55:55.988
272,5_4_3_1_4,"[5, 4, 3, 1, 4]",23,47,1,3.25171156,5.9671285807267275e-9,2026-06-20T08:58:17.716
273,1_5_3_5_3,"[1, 5, 3, 5, 3]",23,47,1,3.25173046,5.955206249870247e-9,2026-06-20T07:44:04.020
274,5_3_5_2_4,"[5, 3, 5, 2, 4]",25,51,1,3.25174603,5.925504534787157e-9,2026-06-20T10:30:58.501
275,3_5_3_3_5,"[3, 5, 3, 3, 5]",25,51,1,3.25180671,5.9671285807267275e-9,2026-06-21T16:23:37.064
276,4_5_4_1_5,"[4, 5, 4, 1, 5]",25,51,1,3.25192443,5.913665368829914e-9,2026-06-21T14:13:52.308
277,3_5_2_1_3,"[3, 5, 2, 1, 3]",20,41,1,3.25195656,5.9314330030620284e-9,2026-06-20T02:27:34.335
278,1_3_3_5_3,"[1, 3, 3, 5, 3]",21,43,1,3.25210038,5.9018498575420515e-9,2026-06-20T07:34:10.478
279,3_2_2_1_1,"[3, 2, 2, 1, 1]",15,31,1,3.25216447,5.9433077398467066e-9,2026-06-19T13:57:41.918
280,2_4_5_2_1,"[2, 4, 5, 2, 1]",20,41,1,3.25230528,5.973098693866522e-9,2026-06-19T15:50:32.941
281,5_5_5_2_2,"[5, 5, 5, 2, 2]",25,51,1,3.25234666,5.955206249870247e-9,2026-06-19T22:13:51.482
282,5_5_1_2_3,"[5, 5, 1, 2, 3]",22,45,1,3.25241418,5.961164434716032e-9,2026-06-20T03:28:16.784
283,2_5_5_4_2,"[2, 5, 5, 4, 2]",24,49,1,3.25241699,6.0150570677021345e-9,2026-06-20T00:46:36.296
284,3_2_3_5_5,"[3, 2, 3, 5, 5]",24,49,1,3.25246063,5.979074780105508e-9,2026-06-21T18:49:40.866
285,3_5_1_1_4,"[3, 5, 1, 1, 4]",20,41,1,3.25253284,5.878289610020574e-9,2026-06-20T08:26:17.638
286,4_5_2_4_4,"[4, 5, 2, 4, 4]",25,51,1,3.25266762,5.9671285807267275e-9,2026-06-20T12:25:11.386
287,2_2_3_2_2,"[2, 2, 3, 2, 2]",17,35,1,3.25271251,5.9433077398467066e-9,2026-06-19T21:29:58.728
288,2_5_1_1_4,"[2, 5, 1, 1, 4]",19,39,1,3.25274417,5.925504534787157e-9,2026-06-20T08:27:47.164
289,3_4_4_3_5,"[3, 4, 4, 3, 5]",25,51,1,3.25275042,5.9314330030620284e-9,2026-06-21T16:39:23.120
290,3_4_4_5_4,"[3, 4, 4, 5, 4]",26,53,1,3.25275725,5.848971518279162e-9,2026-06-20T14:07:43.987
291,4_4_1_2_3,"[4, 4, 1, 2, 3]",20,41,1,3.25275941,5.955206249870247e-9,2026-06-20T03:23:02.780
292,5_3_4_5_4,"[5, 3, 4, 5, 4]",27,55,1,3.25277703,5.973098693866522e-9,2026-06-20T14:06:09.658
293,3_5_2_5_4,"[3, 5, 2, 5, 4]",25,51,1,3.25280246,5.9671285807267275e-9,2026-06-20T13:39:26.106
294,4_2_4_4_1,"[4, 2, 4, 4, 1]",21,43,1,3.25281421,5.895950957626036e-9,2026-06-19T18:10:43.561
295,3_4_3_3_5,"[3, 4, 3, 3, 5]",24,49,1,3.25282365,6.0090450171606994e-9,2026-06-21T16:18:03.722
296,2_2_4_5_3,"[2, 2, 4, 5, 3]",22,45,1,3.2528286,5.9433077398467066e-9,2026-06-20T07:49:47.105
297,2_5_1_1_3,"[2, 5, 1, 1, 3]",18,37,1,3.25289864,5.884170839755366e-9,2026-06-20T02:12:34.804
298,1_2_2_3_5,"[1, 2, 2, 3, 5]",19,39,1,3.25292741,6.021075133301117e-9,2026-06-21T16:07:31.423
299,4_3_1_5_4,"[4, 3, 1, 5, 4]",23,47,1,3.25300555,5.9671285807267275e-9,2026-06-20T13:21:28.672
300,1_5_1_4_5,"[1, 5, 1, 4, 5]",22,45,1,3.25313225,6.051255898002825e-9,2026-06-21T17:10:27.131
301,4_5_3_3_1,"[4, 5, 3, 3, 1]",22,45,1,3.25318551,5.9671285807267275e-9,2026-06-19T16:46:31.968
302,1_4_4_3_5,"[1, 4, 4, 3, 5]",23,47,1,3.25324736,5.925504534787157e-9,2026-06-21T16:37:30.888
303,3_3_2_4_2,"[3, 3, 2, 4, 2]",20,41,1,3.25331571,5.979074780105508e-9,2026-06-19T23:48:06.526
304,2_4_2_2_4,"[2, 4, 2, 2, 4]",20,41,1,3.25332987,5.955206249870247e-9,2026-06-20T09:53:25.326
305,5_4_3_3_4,"[5, 4, 3, 3, 4]",25,51,1,3.25333008,5.866544779545957e-9,2026-06-20T11:18:57.981
306,5_1_5_4_3,"[5, 1, 5, 4, 3]",24,49,1,3.25343494,5.919581992017293e-9,2026-06-20T06:48:02.806
307,3_5_4_2_4,"[3, 5, 4, 2, 4]",24,49,1,3.25357918,5.9433077398467066e-9,2026-06-20T10:25:41.821
308,4_1_4_4_1,"[4, 1, 4, 4, 1]",20,41,1,3.25361514,5.937367402770419e-9,2026-06-19T18:03:30.384
309,5_2_4_4_4,"[5, 2, 4, 4, 4]",25,51,1,3.25394029,5.872414258575902e-9,2026-06-20T12:49:12.526
310,5_3_1_1_3,"[5, 3, 1, 1, 3]",19,39,1,3.25394752,5.890057953661489e-9,2026-06-20T02:10:55.574
311,3_4_5_2_4,"[3, 4, 5, 2, 4]",24,49,1,3.25398784,5.955206249870247e-9,2026-06-20T10:35:25.787
312,3_3_2_1_2,"[3, 3, 2, 1, 2]",17,35,1,3.25405036,5.9671285807267275e-9,2026-06-19T20:10:45.880
313,5_3_3_3_4,"[5, 3, 3, 3, 4]",24,49,1,3.25407167,5.973098693866522e-9,2026-06-20T11:22:31.088
314,4_4_3_5_4,"[4, 4, 3, 5, 4]",26,53,1,3.25421539,6.0150570677021345e-9,2026-06-20T13:51:23.075
315,2_5_1_3_5,"[2, 5, 1, 3, 5]",22,45,1,3.25424622,6.0150570677021345e-9,2026-06-21T15:50:37.614
316,2_5_5_2_4,"[2, 5, 5, 2, 4]",24,49,1,3.25425287,5.8372852653909166e-9,2026-06-20T10:37:11.546
317,3_4_3_4_4,"[3, 4, 3, 4, 4]",24,49,1,3.25436919,5.9433077398467066e-9,2026-06-20T12:37:09.294
318,3_3_2_5_4,"[3, 3, 2, 5, 4]",23,47,1,3.25437549,5.979074780105508e-9,2026-06-20T13:29:54.851
319,2_2_1_2_1,"[2, 2, 1, 2, 1]",14,29,1,3.25439306,5.913665368829914e-9,2026-06-19T14:53:38.664
320,5_3_3_1_4,"[5, 3, 3, 1, 4]",22,45,1,3.25441652,5.9850568454197515e-9,2026-06-20T08:53:37.411
321,2_2_4_1_5,"[2, 2, 4, 1, 5]",20,41,1,3.25441842,5.961164434716032e-9,2026-06-21T14:08:40.980
322,4_3_3_1_1,"[4, 3, 3, 1, 1]",18,37,1,3.25442275,5.913665368829914e-9,2026-06-19T14:24:58.568
323,5_5_1_3_5,"[5, 5, 1, 3, 5]",25,51,1,3.25446058,5.961164434716032e-9,2026-06-21T16:00:04.655
324,4_4_1_2_1,"[4, 4, 1, 2, 1]",18,37,1,3.2544899,5.895950957626036e-9,2026-06-19T14:58:36.637
325,4_3_2_1_5,"[4, 3, 2, 1, 5]",21,43,1,3.25450365,5.919581992017293e-9,2026-06-21T13:42:45.272
326,5_3_3_3_3,"[5, 3, 3, 3, 3]",23,47,1,3.25450979,5.9018498575420515e-9,2026-06-20T05:04:49.446
327,5_5_1_2_1,"[5, 5, 1, 2, 1]",20,41,1,3.25453686,5.9433077398467066e-9,2026-06-19T15:04:21.823
328,5_3_5_2_5,"[5, 3, 5, 2, 5]",26,53,1,3.25457219,5.9850568454197515e-9,2026-06-21T15:44:52.332
329,5_5_5_5_3,"[5, 5, 5, 5, 3]",29,59,1,3.25461994,5.979074780105508e-9,2026-06-20T08:19:16.840
330,5_4_3_4_3,"[5, 4, 3, 4, 3]",25,51,1,3.25466026,5.9671285807267275e-9,2026-06-20T06:26:03.048
331,1_5_1_2_3,"[1, 5, 1, 2, 3]",18,37,1,3.25469597,5.85482341525828e-9,2026-06-20T03:25:04.845
332,5_4_2_1_4,"[5, 4, 2, 1, 4]",22,45,1,3.25478964,5.9077546593084175e-9,2026-06-20T08:44:53.177
333,4_4_1_5_1,"[4, 4, 1, 5, 1]",21,43,1,3.25495184,5.9314330030620284e-9,2026-06-19T18:46:19.043
334,4_2_3_2_3,"[4, 2, 3, 2, 3]",20,41,1,3.25496399,5.99104489579136e-9,2026-06-20T03:48:17.851
335,3_2_1_4_3,"[3, 2, 1, 4, 3]",19,39,1,3.25496741,5.925504534787157e-9,2026-06-20T05:47:31.438
336,3_2_2_2_5,"[3, 2, 2, 2, 5]",20,41,1,3.25511735,6.0090450171606994e-9,2026-06-21T14:54:18.479
337,3_2_3_3_5,"[3, 2, 3, 3, 5]",22,45,1,3.25514947,5.979074780105508e-9,2026-06-21T16:13:53.969
338,2_4_3_2_5,"[2, 4, 3, 2, 5]",22,45,1,3.25519751,5.8372852653909166e-9,2026-06-21T15:13:48.746
339,1_2_1_3_5,"[1, 2, 1, 3, 5]",18,37,1,3.25548516,5.949254020231208e-9,2026-06-21T15:44:56.870
340,2_2_2_4_3,"[2, 2, 2, 4, 3]",19,39,1,3.25551448,5.949254020231208e-9,2026-06-20T06:01:52.955
341,2_4_1_3_4,"[2, 4, 1, 3, 4]",20,41,1,3.25562308,5.9671285807267275e-9,2026-06-20T10:50:10.011
342,3_1_4_1_1,"[3, 1, 4, 1, 1]",16,33,1,3.25565653,5.884170839755366e-9,2026-06-19T14:23:43.745
343,2_2_2_5_3,"[2, 2, 2, 5, 3]",20,41,1,3.25581207,5.949254020231208e-9,2026-06-20T07:19:00.465
344,3_4_2_2_5,"[3, 4, 2, 2, 5]",22,45,1,3.25587319,5.913665368829914e-9,2026-06-21T14:55:44.999
345,4_3_1_4_5,"[4, 3, 1, 4, 5]",23,47,1,3.25595757,5.9850568454197515e-9,2026-06-21T17:05:43.066
346,4_4_1_2_2,"[4, 4, 1, 2, 2]",19,39,1,3.2560449,5.979074780105508e-9,2026-06-19T21:14:50.375
347,3_5_4_3_4,"[3, 5, 4, 3, 4]",25,51,1,3.25604993,5.99104489579136e-9,2026-06-20T11:39:34.164
348,5_4_4_3_4,"[5, 4, 4, 3, 4]",26,53,1,3.25612533,5.949254020231208e-9,2026-06-20T11:39:42.553
349,4_2_3_1_4,"[4, 2, 3, 1, 4]",20,41,1,3.25620162,5.99104489579136e-9,2026-06-20T08:50:19.215
350,3_4_3_1_1,"[3, 4, 3, 1, 1]",18,37,1,3.25622396,6.0090450171606994e-9,2026-06-19T14:23:51.998
351,5_4_5_1_1,"[5, 4, 5, 1, 1]",22,45,1,3.25628144,5.955206249870247e-9,2026-06-19T14:55:36.705
352,5_4_3_2_3,"[5, 4, 3, 2, 3]",23,47,1,3.2562832,5.895950957626036e-9,2026-06-20T03:56:41.346
353,2_4_2_1_4,"[2, 4, 2, 1, 4]",19,39,1,3.25630339,5.9077546593084175e-9,2026-06-20T08:35:10.541
354,2_3_1_3_1,"[2, 3, 1, 3, 1]",16,33,1,3.25631721,5.955206249870247e-9,2026-06-19T16:13:37.149
355,5_3_1_1_1,"[5, 3, 1, 1, 1]",17,35,1,3.25634563,5.961164434716032e-9,2026-06-19T13:58:03.446
356,3_2_3_5_3,"[3, 2, 3, 5, 3]",22,45,1,3.25644515,5.973098693866522e-9,2026-06-20T07:34:27.553
357,1_2_1_1_3,"[1, 2, 1, 1, 3]",14,29,1,3.25649668,5.895950957626036e-9,2026-06-20T01:58:42.609
358,3_3_3_1_3,"[3, 3, 3, 1, 3]",19,39,1,3.2565298,5.913665368829914e-9,2026-06-20T02:34:21.707
359,5_5_1_4_5,"[5, 5, 1, 4, 5]",26,53,1,3.25658496,5.9433077398467066e-9,2026-06-21T17:15:46.435
360,5_5_2_5_4,"[5, 5, 2, 5, 4]",27,55,1,3.25659021,6.0090450171606994e-9,2026-06-20T13:41:57.049
361,5_4_4_1_5,"[5, 4, 4, 1, 5]",25,51,1,3.25665403,5.949254020231208e-9,2026-06-21T14:13:02.719
362,3_2_3_5_4,"[3, 2, 3, 5, 4]",23,47,1,3.25665969,5.99104489579136e-9,2026-06-20T13:44:16.349
363,3_3_4_5_1,"[3, 3, 4, 5, 1]",22,45,1,3.25677389,5.961164434716032e-9,2026-06-19T19:22:43.178
364,3_1_5_3_3,"[3, 1, 5, 3, 3]",21,43,1,3.25696796,5.890057953661489e-9,2026-06-20T05:25:50.400
365,3_4_3_3_3,"[3, 4, 3, 3, 3]",22,45,1,3.25701377,5.9671285807267275e-9,2026-06-20T05:08:53.555
366,3_2_5_2_5,"[3, 2, 5, 2, 5]",23,47,1,3.25705498,5.955206249870247e-9,2026-06-21T15:40:32.502
367,3_4_4_1_1,"[3, 4, 4, 1, 1]",19,39,1,3.25706242,5.890057953661489e-9,2026-06-19T14:28:25.926
368,3_5_1_4_5,"[3, 5, 1, 4, 5]",24,49,1,3.25710186,5.9850568454197515e-9,2026-06-21T17:10:08.399
369,3_5_1_3_4,"[3, 5, 1, 3, 4]",22,45,1,3.25731259,5.979074780105508e-9,2026-06-20T10:52:34.598
370,1_2_1_5_5,"[1, 2, 1, 5, 5]",20,41,1,3.25738698,5.913665368829914e-9,2026-06-21T18:16:27.660
371,4_5_3_5_4,"[4, 5, 3, 5, 4]",27,55,1,3.25741598,5.997038937208364e-9,2026-06-20T13:58:38.022
372,4_4_3_3_1,"[4, 4, 3, 3, 1]",21,43,1,3.25741887,5.99104489579136e-9,2026-06-19T16:45:17.440
373,2_5_2_3_4,"[2, 5, 2, 3, 4]",22,45,1,3.25749283,5.9671285807267275e-9,2026-06-20T11:09:15.253
374,2_2_1_5_5,"[2, 2, 1, 5, 5]",21,43,1,3.25754644,5.9018498575420515e-9,2026-06-21T18:17:43.325
375,4_3_4_5_5,"[4, 3, 4, 5, 5]",27,55,1,3.25759505,5.9433077398467066e-9,2026-06-21T18:58:23.568
376,2_5_2_1_4,"[2, 5, 2, 1, 4]",20,41,1,3.25761985,5.9314330030620284e-9,2026-06-20T08:41:29.281
377,2_2_4_5_1,"[2, 2, 4, 5, 1]",20,41,1,3.2577214,5.85482341525828e-9,2026-06-19T19:19:21.788
378,3_5_3_1_3,"[3, 5, 3, 1, 3]",21,43,1,3.2578424,5.890057953661489e-9,2026-06-20T02:38:18.710
379,2_5_3_3_5,"[2, 5, 3, 3, 5]",24,49,1,3.25785656,5.937367402770419e-9,2026-06-21T16:27:14.220
380,5_4_3_3_1,"[5, 4, 3, 3, 1]",22,45,1,3.25788511,6.003038975664783e-9,2026-06-19T16:45:45.896
381,2_5_1_3_4,"[2, 5, 1, 3, 4]",21,43,1,3.25792001,5.961164434716032e-9,2026-06-20T10:50:48.691
382,3_4_5_5_3,"[3, 4, 5, 5, 3]",26,53,1,3.25792866,5.9671285807267275e-9,2026-06-20T08:05:03.854
383,2_5_1_2_1,"[2, 5, 1, 2, 1]",17,35,1,3.25800263,5.9671285807267275e-9,2026-06-19T14:57:19.062
384,5_5_3_5_5,"[5, 5, 3, 5, 5]",29,59,1,3.25801709,5.997038937208364e-9,2026-06-21T18:50:43.767
385,2_4_2_2_3,"[2, 4, 2, 2, 3]",19,39,1,3.2580388,5.9850568454197515e-9,2026-06-20T03:37:53.419
386,2_5_3_4_4,"[2, 5, 3, 4, 4]",24,49,1,3.25811329,5.979074780105508e-9,2026-06-20T12:38:23.310
387,3_3_1_3_1,"[3, 3, 1, 3, 1]",17,35,1,3.25817312,5.961164434716032e-9,2026-06-19T16:12:54.028
388,2_2_1_2_4,"[2, 2, 1, 2, 4]",17,35,1,3.25817427,5.99104489579136e-9,2026-06-20T09:30:44.377
389,3_5_2_4_4,"[3, 5, 2, 4, 4]",24,49,1,3.2583635,5.9077546593084175e-9,2026-06-20T12:25:51.778
390,5_3_5_2_1,"[5, 3, 5, 2, 1]",22,45,1,3.25837164,5.9850568454197515e-9,2026-06-19T15:56:04.425
391,1_1_5_5_4,"[1, 1, 5, 5, 4]",22,45,1,3.25840234,5.919581992017293e-9,2026-06-20T14:07:57.180
392,5_4_5_5_3,"[5, 4, 5, 5, 3]",28,57,1,3.25851951,5.99104489579136e-9,2026-06-20T08:16:20.857
393,2_4_3_2_4,"[2, 4, 3, 2, 4]",21,43,1,3.25852899,5.973098693866522e-9,2026-06-20T10:04:24.424
394,5_1_4_1_5,"[5, 1, 4, 1, 5]",22,45,1,3.258639,5.937367402770419e-9,2026-06-21T14:10:08.718
395,3_3_1_5_1,"[3, 3, 1, 5, 1]",19,39,1,3.25869761,5.997038937208364e-9,2026-06-19T18:43:04.083
396,2_4_2_3_5,"[2, 4, 2, 3, 5]",22,45,1,3.25869844,5.979074780105508e-9,2026-06-21T16:09:58.562
397,4_2_5_5_5,"[4, 2, 5, 5, 5]",27,55,1,3.25879997,5.973098693866522e-9,2026-06-21T19:14:18.049
398,1_4_2_4_3,"[1, 4, 2, 4, 3]",20,41,1,3.25885304,5.979074780105508e-9,2026-06-20T06:04:22.355
399,5_1_1_4_5,"[5, 1, 1, 4, 5]",22,45,1,3.25886072,5.937367402770419e-9,2026-06-21T17:03:18.544
400,3_4_4_5_5,"[3, 4, 4, 5, 5]",27,55,1,3.25887382,6.0150570677021345e-9,2026-06-21T18:58:38.256
401,1_5_5_5_4,"[1, 5, 5, 5, 4]",26,53,1,3.25890402,5.925504534787157e-9,2026-06-20T14:24:26.223
402,2_5_5_5_3,"[2, 5, 5, 5, 3]",26,53,1,3.25892264,5.949254020231208e-9,2026-06-20T08:16:29.236
403,5_4_3_5_3,"[5, 4, 3, 5, 3]",26,53,1,3.25903768,6.021075133301117e-9,2026-06-20T07:45:33.301
404,1_1_4_5_5,"[1, 1, 4, 5, 5]",22,45,1,3.25912148,5.895950957626036e-9,2026-06-21T18:54:08.719
405,4_5_5_3_1,"[4, 5, 5, 3, 1]",24,49,1,3.25916666,5.937367402770419e-9,2026-06-19T17:16:13.634
406,2_3_1_4_1,"[2, 3, 1, 4, 1]",17,35,1,3.25918898,5.973098693866522e-9,2026-06-19T17:22:03.183
407,3_2_1_1_5,"[3, 2, 1, 1, 5]",18,37,1,3.25919792,5.884170839755366e-9,2026-06-21T13:36:13.697
408,2_1_5_2_1,"[2, 1, 5, 2, 1]",17,35,1,3.25923894,5.919581992017293e-9,2026-06-19T15:49:03.152
409,1_2_4_3_4,"[1, 2, 4, 3, 4]",20,41,1,3.25944498,5.9018498575420515e-9,2026-06-20T11:27:05.517
410,5_2_2_2_3,"[5, 2, 2, 2, 3]",20,41,1,3.25945049,5.9671285807267275e-9,2026-06-20T03:32:36.904
411,2_5_4_3_4,"[2, 5, 4, 3, 4]",24,49,1,3.25957029,5.955206249870247e-9,2026-06-20T11:35:59.361
412,5_2_2_5_4,"[5, 2, 2, 5, 4]",24,49,1,3.25957097,5.99104489579136e-9,2026-06-20T13:33:10.373
413,2_3_1_2_1,"[2, 3, 1, 2, 1]",15,31,1,3.25961499,5.9671285807267275e-9,2026-06-19T14:55:10.459
